BugID 	 BugVersion(ReleaseDate) 	 BugReportDate 	 PatchDate 	 FixTime
325638	unspecified	2010-09-17 17:35:00.0	2011-02-23 22:15:00.0	159 days
324876	0.6	2010-09-09 17:33:00.0	2010-09-09 17:43:00.0	0 days
357525	unspecified	2011-09-13 17:27:00.0	2011-09-13 17:38:00.0	0 days
337891	unspecified	2011-02-22 20:04:00.0	2011-02-22 20:07:00.0	0 days
319308	unspecified	2010-07-08 19:34:00.0	2010-07-14 20:53:00.0	6 days
287562	unspecified	2009-08-25 14:26:00.0	2009-08-25 18:55:00.0	0 days
287562	unspecified	2009-08-25 14:26:00.0	2009-11-04 05:18:00.0	70 days
287562	unspecified	2009-08-25 14:26:00.0	2009-11-04 05:23:00.0	70 days
287562	unspecified	2009-08-25 14:26:00.0	2009-11-09 04:34:00.0	75 days
287563	unspecified	2009-08-25 14:27:00.0	2009-08-26 21:23:00.0	1 days
287563	unspecified	2009-08-25 14:27:00.0	2009-08-26 21:30:00.0	1 days
287563	unspecified	2009-08-25 14:27:00.0	2009-08-27 15:54:00.0	2 days
287563	unspecified	2009-08-25 14:27:00.0	2009-08-27 22:53:00.0	2 days
287563	unspecified	2009-08-25 14:27:00.0	2009-09-21 18:13:00.0	27 days
287563	unspecified	2009-08-25 14:27:00.0	2010-03-17 00:42:00.0	203 days
287563	unspecified	2009-08-25 14:27:00.0	2010-09-15 17:56:00.0	386 days
382684	unspecified	2012-06-14 22:30:00.0	2012-06-14 22:35:00.0	0 days
382684	unspecified	2012-06-14 22:30:00.0	2012-06-18 07:39:00.0	3 days
290250	unspecified	2009-09-23 12:34:00.0	2009-09-23 12:49:00.0	0 days
290250	unspecified	2009-09-23 12:34:00.0	2009-09-25 12:15:00.0	1 days
354541	unspecified	2011-08-11 19:22:00.0	2011-08-11 19:30:00.0	0 days
354541	unspecified	2011-08-11 19:22:00.0	2011-08-11 22:05:00.0	0 days
354541	unspecified	2011-08-11 19:22:00.0	2011-08-12 22:48:00.0	1 days
354541	unspecified	2011-08-11 19:22:00.0	2011-08-25 23:25:00.0	14 days
338253	unspecified	2011-02-25 18:17:00.0	2011-02-25 18:18:00.0	0 days
338253	unspecified	2011-02-25 18:17:00.0	2011-02-25 18:19:00.0	0 days
338112	unspecified	2011-02-24 16:14:00.0	2011-02-24 16:18:00.0	0 days
384417	1.0	2012-07-05 20:40:00.0	2012-07-16 17:07:00.0	10 days
348000	unspecified	2011-06-01 19:25:00.0	2011-06-01 19:27:00.0	0 days
356129	0.8.0	2011-08-29 23:19:00.0	2011-08-29 23:23:00.0	0 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-10-29 19:12:00.0	41 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-11-23 20:20:00.0	66 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-11-25 16:23:00.0	68 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-11-25 16:27:00.0	68 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-11-30 13:14:00.0	73 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-12-06 16:45:00.0	79 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-12-07 16:20:00.0	80 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-12-14 19:33:00.0	87 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-12-20 16:49:00.0	93 days
325661	0.6.1	2010-09-17 22:07:00.0	2010-12-20 16:51:00.0	93 days
325662	0.6.1	2010-09-17 22:23:00.0	2010-09-17 22:25:00.0	0 days
333486	0.7.0	2011-01-04 15:45:00.0	2011-01-04 16:53:00.0	0 days
333486	0.7.0	2011-01-04 15:45:00.0	2011-01-07 14:59:00.0	2 days
311738	0.5	2010-05-05 14:41:00.0	2010-05-13 01:22:00.0	7 days
348010	unspecified	2011-06-01 20:22:00.0	2011-06-01 20:23:00.0	0 days
287546	unspecified	2009-08-25 12:34:00.0	2009-08-25 12:37:00.0	0 days
325016	unspecified	2010-09-10 21:28:00.0	2010-09-10 21:30:00.0	0 days
325016	unspecified	2010-09-10 21:28:00.0	2010-11-30 16:27:00.0	80 days
325016	unspecified	2010-09-10 21:28:00.0	2010-12-02 19:54:00.0	82 days
325016	unspecified	2010-09-10 21:28:00.0	2011-02-23 23:28:00.0	166 days
355551	unspecified	2011-08-23 18:13:00.0	2011-08-25 00:01:00.0	1 days
297086	unspecified	2009-12-07 16:39:00.0	2009-12-07 16:45:00.0	0 days
373718	0.9.0	2012-03-08 22:56:00.0	2012-03-08 23:10:00.0	0 days
326823	0.6.1	2010-10-01 21:25:00.0	2010-10-13 17:45:00.0	11 days
299988	unspecified	2010-01-18 21:12:00.0	2010-01-28 18:30:00.0	9 days
304266	unspecified	2010-03-01 20:37:00.0	2010-03-01 20:37:00.0	0 days
304261	unspecified	2010-03-01 20:19:00.0	2010-03-01 20:22:00.0	0 days
385222	1.0	2012-07-16 18:13:00.0	2012-07-16 18:17:00.0	0 days
352466	0.8.0	2011-07-19 14:37:00.0	2011-07-20 17:56:00.0	1 days
385323	1.0	2012-07-17 14:43:00.0	2012-07-17 14:50:00.0	0 days
384089	unspecified	2012-07-02 21:11:00.0	2012-07-02 21:16:00.0	0 days
384089	unspecified	2012-07-02 21:11:00.0	2012-08-02 21:28:00.0	31 days
362204	unspecified	2011-10-27 14:38:00.0	2011-10-27 14:52:00.0	0 days
385055	1.0	2012-07-13 13:40:00.0	2012-07-13 13:56:00.0	0 days
315650	0.6	2010-06-03 18:58:00.0	2010-06-04 21:12:00.0	1 days
382667	0.10.0	2012-06-14 19:23:00.0	2012-06-14 19:38:00.0	0 days
290335	unspecified	2009-09-23 22:19:00.0	2009-09-24 17:05:00.0	0 days
384878	1.0	2012-07-11 22:24:00.0	2012-07-11 22:29:00.0	0 days
379443	unspecified	2012-05-14 16:08:00.0	2012-06-01 17:48:00.0	18 days
316280	unspecified	2010-06-09 12:36:00.0	2010-06-22 23:19:00.0	13 days
316280	unspecified	2010-06-09 12:36:00.0	2010-06-23 14:17:00.0	14 days
329710	unspecified	2010-11-08 21:17:00.0	2010-11-10 14:48:00.0	1 days
300546	0.4.1	2010-01-22 19:35:00.0	2010-01-22 19:40:00.0	0 days
384977	0.10.0	2012-07-12 18:07:00.0	2012-07-12 18:32:00.0	0 days
360112	unspecified	2011-10-06 15:12:00.0	2011-10-06 19:28:00.0	0 days
300750	unspecified	2010-01-26 00:13:00.0	2010-01-27 22:31:00.0	1 days
300750	unspecified	2010-01-26 00:13:00.0	2010-01-28 16:18:00.0	2 days
384982	1.0	2012-07-12 19:50:00.0	2012-07-12 20:08:00.0	0 days
319428	unspecified	2010-07-09 20:22:00.0	2010-07-09 20:23:00.0	0 days
319428	unspecified	2010-07-09 20:22:00.0	2010-07-09 20:24:00.0	0 days
292583	unspecified	2009-10-16 21:04:00.0	2009-10-16 21:04:00.0	0 days
292583	unspecified	2009-10-16 21:04:00.0	2009-10-16 21:08:00.0	0 days
292583	unspecified	2009-10-16 21:04:00.0	2009-10-19 14:23:00.0	2 days
311930	1.0	2010-05-06 16:52:00.0	2010-07-29 20:08:00.0	84 days
311930	1.0	2010-05-06 16:52:00.0	2010-09-10 22:17:00.0	127 days
292412	unspecified	2009-10-15 14:48:00.0	2010-06-30 03:50:00.0	257 days
309731	0.5	2010-04-19 19:13:00.0	2010-04-19 19:16:00.0	0 days
292414	unspecified	2009-10-15 14:59:00.0	2010-12-21 20:07:00.0	432 days
349987	unspecified	2011-06-21 19:57:00.0	2011-06-21 19:57:00.0	0 days
349987	unspecified	2011-06-21 19:57:00.0	2011-09-13 17:55:00.0	83 days
351368	unspecified	2011-07-06 19:34:00.0	2011-07-06 19:37:00.0	0 days
301619	unspecified	2010-02-02 23:56:00.0	2010-03-16 21:56:00.0	41 days
301619	unspecified	2010-02-02 23:56:00.0	2010-03-16 22:32:00.0	41 days
